index,Aq_sp_Aq107,Aq_sp_Aq135,Aq_sp_Aq349
K07146,1,1,1
K03553,1,1,1
K01867,1,1,1
K01889,1,1,1
K01673,1,1,1
K01810,1,1,1
K19304,1,1,1
K00457,1,1,1
K03703,1,1,1
K05844,1,1,1
K01934,1,1,1
K01870,1,1,1
K13566,1,1,1
K01880,1,1,1
K01142,1,1,1
K22187,1,1,1
K00057,1,1,1
K01011,1,1,1
K01207,1,1,1
K07126,0,1,0
K22719,1,1,1
K01520,1,1,1
K02115,1,1,1
K02113,1,1,1
K02109,1,1,1
K03831,1,1,1
PF10417.10,1,1,1
PF00389.31,1,1,1
PF02826.20,1,1,1
PF00198.24,1,1,1
PF16078.6,1,1,1
PF05635.12,1,1,1
PF03171.21,1,1,1
PF13532.7,1,1,1
PF13640.7,1,1,1
PF13239.7,1,1,1
PF06052.13,1,1,1
PF01073.20,1,1,1
PF00725.23,1,1,1
PF02737.19,1,1,1
PF03061.23,1,1,1
PF13279.7,1,1,1
PF01812.21,1,1,1
PF09038.11,0,1,0
PF01367.21,1,1,1
PF02739.17,1,1,1
PF02872.19,1,1,1
PF02096.21,1,1,1
PF07698.12,1,1,1
PF07696.12,0,1,1
PF07695.12,1,1,1
PF07697.12,1,1,1
PF14402.7,0,1,1
PF00207.23,1,1,1
PF07703.15,1,1,1
PF00004.30,1,1,1
PF12846.8,1,1,1
PF13173.7,1,1,1
PF13175.7,1,1,1
PF13191.7,1,1,1
PF13207.7,1,1,1
PF13238.7,1,1,1
PF13245.7,1,1,1
PF07724.15,1,1,1
PF13304.7,1,1,1
PF13401.7,1,1,1
PF13476.7,1,1,1
PF13479.7,1,1,1
PF13481.7,1,1,1
PF13500.7,1,1,1
PF13514.7,1,1,1
PF13521.7,1,1,1
PF13555.7,1,1,1
PF07726.12,1,1,1
PF13604.7,1,1,1
PF13614.7,1,1,1
PF13671.7,1,1,1
PF07728.15,1,1,1
PF12775.8,1,1,1
PF16193.6,1,1,1
PF17863.2,1,1,1
PF17862.2,1,1,1
PF17864.2,1,1,1
PF17866.2,1,1,1
PF17871.2,1,1,1
PF08298.12,1,1,1
PF03417.17,1,1,1
PF00696.29,1,1,1
PF00324.22,0,1,0
PF13520.7,0,1,0
PF00950.18,1,1,1
PF03109.17,1,1,0
PF01061.25,1,1,1
PF12679.8,1,1,1
PF12698.8,1,1,1
PF12730.8,1,1,1
PF13346.7,1,1,1
PF00664.24,1,1,1
PF00005.28,1,1,1
PF09822.10,1,1,1
PF16326.6,1,1,1
PF12848.8,1,1,1
PF00561.21,1,1,1
PF02230.17,1,1,1
PF07859.14,1,1,1
PF12697.8,1,1,1
PF08843.12,0,1,0
PF07751.12,0,1,0
PF03992.17,1,1,1
PF16177.6,1,1,1
PF00887.20,1,1,0
PF03255.15,1,1,1
PF00871.18,1,1,1
PF00583.26,1,1,1
PF13673.8,1,1,1
PF13720.7,1,1,1
PF00797.18,0,1,1
PF13302.8,1,1,1
PF13420.8,1,1,1
PF13444.7,1,1,1
PF13480.8,1,1,1
PF13508.8,1,1,1
PF13523.7,1,1,1
PF13527.8,0,1,1
PF14542.7,1,1,1
PF03767.15,0,1,0
PF12689.8,0,1,1
PF00330.21,1,1,1
PF06434.14,1,1,0
PF11791.9,1,1,0
PF00694.20,1,1,1
PF01648.21,1,1,1
PF04336.13,1,1,1
PF08545.11,1,1,1
PF08541.11,1,1,1
PF00873.20,1,1,1
PF01842.26,1,1,1
PF00022.20,1,1,1
PF10000.10,1,1,1
PF13291.7,1,1,1
PF13840.7,1,1,1
PF01643.18,1,1,1
PF00441.25,1,1,1
PF08028.12,1,1,1
PF02770.20,1,1,1
PF02771.17,1,1,1
PF01553.22,1,1,1
PF00698.22,1,1,1
PF01757.23,1,1,1
PF02805.17,1,1,0
PF03352.14,1,1,1
PF00709.22,1,1,1
PF08240.13,1,1,1
PF00106.26,1,1,1
PF13561.7,1,1,1
PF00107.27,1,1,1
PF13602.7,1,1,1
PF00406.23,1,1,1
PF05221.18,1,1,1
PF00670.22,1,1,1
PF00578.22,1,1,1
PF13911.7,0,1,0
PF08327.12,1,1,1
PF01594.17,1,1,1
PF01808.19,1,1,1
PF04548.17,1,1,1
PF01987.18,1,1,1
PF00731.21,1,1,1
PF00586.25,1,1,1
PF02769.23,1,1,1
PF00490.22,1,1,1
PF01262.22,1,1,1
PF05222.16,1,1,1
PF00842.22,1,1,1
PF01168.21,1,1,1
PF04326.15,1,1,1
PF00171.23,1,1,1
PF01263.21,1,1,1
PF00248.22,1,1,1
PF02738.19,1,1,1
PF13372.7,1,1,1
PF04864.14,1,1,1
PF00128.25,1,1,1
PF02806.19,1,1,1
PF10369.10,1,1,1
PF01425.22,1,1,1
PF01520.19,1,1,1
PF02274.18,1,1,1
PF01979.21,1,1,1
PF04909.15,1,1,1
PF07969.12,1,1,1
PF00155.22,1,1,1
PF00202.22,1,1,1
PF01063.20,1,1,1
PF00266.20,1,1,1
PF12897.8,0,1,1
PF01593.25,1,1,1
PF00909.22,1,1,1
PF00501.29,1,1,1
PF13193.7,1,1,1
PF14535.7,0,1,1
PF16561.6,1,1,1
PF05195.17,1,1,1
PF12895.8,1,1,1
PF12894.8,0,1,0
PF00023.31,1,1,1
PF12796.8,1,1,1
PF13606.7,1,1,1
PF13637.7,1,1,1
PF13857.7,1,1,1
PF03702.15,1,1,1
PF04715.14,1,1,1
PF08264.14,1,1,1
PF02558.17,1,1,1
PF08546.12,1,1,1
PF02424.16,1,1,1
PF01636.24,1,1,1
PF01261.25,1,1,1
PF02311.20,1,1,1
PF06719.14,1,1,0
PF00025.22,1,1,1
PF00491.22,1,1,1
PF00764.20,1,1,1
PF03485.17,1,1,1
PF17293.3,1,1,0
PF02374.16,1,1,1
PF17886.2,1,1,1
PF03960.16,1,1,1
PF01731.21,1,1,1
PF08328.12,1,1,1
PF13502.7,1,1,1
PF01037.22,1,1,1
PF00733.22,1,1,1
PF00710.21,1,1,1
PF01112.19,0,1,1
PF17763.2,1,1,1
PF05118.16,0,1,1
PF02261.17,1,1,1
PF01177.23,1,1,1
PF13650.7,1,1,1
PF01400.25,1,1,1
PF04952.15,1,1,1
PF11700.9,1,1,1
PF03477.17,1,1,1
PF02222.23,1,1,1
PF08442.11,1,1,1
PF02655.15,1,1,1
PF13535.7,1,1,1
PF13549.7,1,1,1
PF00231.20,1,1,1
PF00119.21,1,1,1
PF00006.26,1,1,1
PF00306.28,1,1,1
PF02874.24,1,1,1
PF00430.19,1,1,1
PF00137.22,1,1,1
PF02823.17,1,1,1
PF06745.14,1,1,1
PF14397.7,1,1,1
PF15632.7,1,1,1
PF14398.7,1,1,1
PF01171.21,1,1,1
PF11583.9,0,1,0
PF05448.13,1,1,1
PF00962.23,1,1,1
PF08451.12,0,1,0
PF02310.20,1,1,1
PF02607.18,1,1,1
PF03483.18,1,1,1
PF03484.16,1,1,1
PF02673.19,1,1,1
PF04519.14,1,1,1
PF00308.19,1,1,1
PF08299.12,1,1,1
PF00216.22,1,1,1
PF02397.17,1,1,1
PF01145.26,1,1,1
PF13421.7,1,1,1
PF07584.12,1,1,1
PF13584.7,1,1,1
PF06968.14,1,1,1
PF01027.21,1,1,1
PF07642.12,1,1,1
PF02028.18,0,1,0
PF01869.21,1,1,1
PF14439.7,0,1,0
PF01062.22,1,1,1
PF00144.25,1,1,1
PF13354.7,1,1,1
PF01212.22,1,1,1
PF13229.7,1,1,1
PF02369.17,0,1,0
PF19078.1,1,1,1
PF13205.7,1,1,1
PF17957.2,1,1,1
PF00351.22,1,1,1
PF02785.20,1,1,1
PF00289.23,1,1,1
PF00364.23,1,1,1
PF13533.7,1,1,1
PF06832.13,1,1,1
PF04940.13,1,1,1
PF17973.2,1,1,1
PF11974.9,1,1,1
PF17972.2,1,1,1
PF17962.2,1,1,1
PF02012.21,1,1,1
PF13088.7,1,1,1
PF04972.18,0,1,1
PF00528.23,1,1,1
PF03099.20,1,1,1
PF05525.14,1,1,1
PF00533.27,1,1,1
PF10079.10,1,1,1
PF04450.13,0,1,1
PF03092.17,0,1,1
PF14399.7,1,1,1
PF17892.2,1,1,1
PF03160.15,1,1,1
PF00188.27,1,1,1
PF02543.16,1,1,1
PF13715.7,1,1,1
PF01039.23,1,1,1
PF13620.7,1,1,1
PF01256.18,1,1,1
PF02559.17,1,1,1
PF14526.7,1,1,1
PF00199.20,0,1,1
PF06628.13,0,1,1
PF01545.22,0,1,1
PF01693.17,1,1,1
PF01656.24,1,1,1
PF02570.16,1,1,1
PF01888.18,1,1,1
PF01890.17,1,1,1
PF11761.9,1,1,1
PF11760.9,1,1,1
PF02571.15,1,1,1
PF06180.12,1,1,1
PF01903.18,1,1,1
PF06452.12,1,1,1
PF16011.6,0,1,0
PF02922.19,1,1,1
PF02839.15,0,1,1
PF14600.7,0,1,1
PF03422.16,1,1,0
PF06564.13,1,1,1
PF00571.29,1,1,1
PF02754.17,1,1,1
PF03150.15,1,1,1
PF01066.22,1,1,1
PF00150.19,1,1,1
PF16036.6,1,1,1
PF02797.16,1,1,1
PF00195.20,1,1,1
PF05257.17,1,1,1
PF03924.14,0,1,1
PF12770.8,1,1,1
PF13290.7,1,1,1
PF01339.18,0,1,0
PF01739.19,0,1,1
PF03705.16,0,1,0
PF03142.16,1,1,1
PF13541.7,1,1,1
PF12740.8,1,1,1
PF02962.16,0,1,1
PF01633.21,0,1,0
PF14592.7,1,1,0
PF00425.19,1,1,1
PF01264.22,1,1,1
PF13585.7,1,1,1
PF02464.18,1,1,1
PF18146.2,1,1,1
PF03600.17,1,1,1
PF00285.22,1,1,1
PF10431.10,1,1,1
PF02617.18,1,1,1
PF02861.21,1,1,1
PF00574.24,1,1,1
PF02353.21,1,1,1
PF02627.21,1,1,1
PF01817.22,1,1,1
PF00027.30,1,1,1
PF00795.23,1,1,1
PF08695.11,1,1,1
PF01121.21,1,1,1
PF02629.20,1,1,1
PF13380.7,1,1,1
PF13727.7,1,1,1
PF01144.24,1,1,1
PF03186.14,1,1,1
PF02514.17,1,1,1
PF02654.16,1,1,1
PF02283.17,1,1,1
PF02492.20,1,1,1
PF07683.15,1,1,1
PF01923.19,1,1,1
PF00135.29,1,1,1
PF02674.17,1,1,1
PF01391.19,1,1,1
PF07484.13,1,1,1
PF03772.17,1,1,1
PF00668.21,1,1,0
PF03601.15,0,1,1
PF03602.16,1,1,1
PF15976.6,0,1,1
PF00127.21,1,1,1
PF01218.19,1,1,1
PF05019.14,1,1,1
PF03471.18,1,1,1
PF13657.7,1,1,1
PF00115.21,1,1,1
PF02628.16,1,1,1
PF00116.21,1,1,1
PF02790.16,1,1,1
PF00510.19,1,1,1
PF03626.15,1,1,1
PF02517.17,1,1,1
PF06206.12,1,1,1
PF00166.22,1,1,1
PF00118.25,1,1,1
PF02786.18,1,1,1
PF02787.20,1,1,1
PF00988.23,1,1,1
PF02537.16,1,1,1
PF02633.15,0,1,0
PF06123.13,1,1,1
PF00325.21,1,1,1
PF00313.23,1,1,1
PF17876.2,1,1,1
PF10627.10,1,1,1
PF10614.10,1,1,1
PF03783.15,1,1,1
PF06418.15,1,1,1
PF01148.21,1,1,1
PF02348.20,1,1,1
PF01467.27,1,1,1
