index,Aq_sp_Aq107,Aq_sp_Aq135,Aq_sp_Aq349
GAA10+CBM73+CBM73,0.0,0.03225806451612903,0.0
PF11751.9,0.16773832820799553,0.4193548387096774,0.17798118484617342
PF08712.12,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF07311.13,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF13899.7,0.02795638803466592,0.06451612903225806,0.05085176709890668
PF00814.26,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00364.23,0.16773832820799553,0.1935483870967742,0.15255530129672007
PF02321.19,0.19569471624266144,0.16129032258064516,0.15255530129672007
PF02687.22,0.44730220855465475,0.2903225806451613,0.4576659038901602
PF13304.7,0.698909700866648,0.6451612903225806,0.7882023900330536
PF10067.10,0.08386916410399776,0.0967741935483871,0.07627765064836003
PF00578.22,0.6150405367626502,0.6451612903225806,0.40681413679125344
PF03626.15,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00510.19,0.05591277606933184,0.06451612903225806,0.07627765064836003
PF01040.19,0.11182555213866369,0.0967741935483871,0.10170353419781336
PF00753.28,0.16773832820799553,0.25806451612903225,0.33053648614289344
PF03544.15,0.13978194017332962,0.0967741935483871,0.07627765064836003
PF04892.13,0.0,0.03225806451612903,0.02542588354945334
PF01597.20,0.02795638803466592,0.03225806451612903,0.05085176709890668
PF14349.7,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00633.24,0.05591277606933184,0.06451612903225806,0.05085176709890668
PF13207.7,0.02795638803466592,0.06451612903225806,0.02542588354945334
PF00390.20,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF08331.11,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00924.19,0.22365110427732737,0.1935483870967742,0.15255530129672007
PF00067.23,0.02795638803466592,0.06451612903225806,0.05085176709890668
PF00004.30,0.5870841487279843,0.5806451612903226,0.43224002034070685
PF00115.21,0.05591277606933184,0.06451612903225806,0.10170353419781336
PF00116.21,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF13442.7,0.13978194017332962,0.06451612903225806,0.10170353419781336
PF11821.9,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF03916.15,0.02795638803466592,0.06451612903225806,0.05085176709890668
PF13247.7,0.0,0.03225806451612903,0.0
PF14522.7,0.05591277606933184,0.12903225806451613,0.05085176709890668
PF00009.28,0.11182555213866369,0.12903225806451613,0.07627765064836003
PF07650.18,0.02795638803466592,0.06451612903225806,0.05085176709890668
PF02576.18,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00582.27,0.3075202683813251,0.06451612903225806,0.30511060259344014
PF02633.15,0.0,0.03225806451612903,0.0
PF14298.7,0.02795638803466592,0.12903225806451613,0.05085176709890668
PF13715.7,2.096729102599944,2.3225806451612905,2.2629036359013477
PF00196.20,0.5591277606933185,0.4516129032258065,0.6610729722857869
PF00501.29,0.3913894324853229,0.4838709677419355,0.15255530129672007
PF11028.9,0.05591277606933184,0.06451612903225806,0.05085176709890668
GCE4,0.05591277606933184,0.06451612903225806,0.05085176709890668
PF00085.21,0.19569471624266144,0.16129032258064516,0.10170353419781336
PF00149.29,0.33547665641599106,0.2903225806451613,0.25425883549453343
PF01367.21,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF01391.19,0.02795638803466592,0.12903225806451613,0.05085176709890668
PF00144.25,0.8946044171093095,0.903225806451613,1.2967200610221206
GCBM9,0.05591277606933184,0.16129032258064516,0.17798118484617342
PF00572.19,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00380.20,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00318.21,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00889.20,0.02795638803466592,0.03225806451612903,0.02542588354945334
PF00696.29,0.19569471624266144,0.22580645161290325,0.15255530129672007
